playerName,playerId,teamName,teamId,primaryPosition,positionGroup,minutesPlayed,averageBallPossession,totalShots,inaccuratePasses,dispossessed,unsuccessfulDribbles,keyPasses,assists,expectedAssists,goals,expectedGoals,marketValue,PEA,PEA/90,total_sca,direct_sca,secondary_sca,direct_pass_sca,direct_balltouch_sca,direct_foul_sca,direct_takeon_sca,direct_cornerawarded_sca,direct_savedshot_sca,direct_shotonpost_sca,direct_goodskill_sca,secondary_pass_sca,secondary_balltouch_sca,secondary_foul_sca,secondary_takeon_sca,secondary_cornerawarded_sca,secondary_savedshot_sca,secondary_shotonpost_sca,secondary_goodskill_sca,SCA/90,adjPEA/90,adjSCA/90,usageRate,attackingInvolvement,teamTotalPEA,teamTotalSCA,RCE
Jamie Gittens,1140599,Chelsea,38,LW,Winger,495,57.74,10,31,4,8,9,2,0.93,0,0.82,29000000.0,53,9.64,15,11.0,4.0,9.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.73,8.35,2.36,0.016,0.022,3277,697,1.375
Marshall Munetsi,894733,Wolverhampton,3,MC,Midfielder,877,42.82,14,62,11,4,3,1,0.38,1,1.61,15500000.0,91,9.34,5,3.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51,10.91,0.6,0.029,0.011,3167,466,0.379
Dennis Cirkin,1014987,Sunderland,41,DL,Fullback,329,44.84,1,22,5,1,0,0,0.03,0,0.08,5600000.0,29,7.93,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,8.84,0.3,0.009,0.002,3339,465,0.222
Wilson Isidor,877980,Sunderland,41,ST,Striker,1173,44.84,43,54,14,18,0,0,0.39,6,4.75,18500000.0,129,9.9,12,6.0,6.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.92,11.04,1.03,0.039,0.026,3339,465,0.667
Dan Ndoye,944327,Nottingham Forest,14,LW,Winger,1176,46.76,15,61,19,20,14,1,1.54,1,1.06,31000000.0,115,8.8,23,16.0,7.0,14.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.76,9.41,1.88,0.033,0.04,3445,570,1.212
Frank Onyeka,885864,Brentford,50,MC,Midfielder,88,47.61,0,8,0,2,1,1,0.37,0,0.0,7700000.0,10,10.23,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.02,10.74,1.07,0.003,0.002,3707,519,0.667
Carlos Baleba,1199043,Brighton & Hove Albion,30,MC,Midfielder,1677,54.08,20,104,19,13,9,0,0.76,0,0.75,53000000.0,156,8.37,17,10.0,7.0,8.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.91,7.74,0.84,0.042,0.025,3682,680,0.595
Yerson Mosquera,1014835,Wolverhampton,3,DC,Centerback,2142,42.82,30,155,5,14,11,0,0.69,0,2.52,13000000.0,204,8.57,22,9.0,13.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.92,10.01,1.07,0.064,0.047,3167,466,0.734
Ki-Jana Hoever,954044,Wolverhampton,3,DR,Fullback,428,42.82,1,48,3,3,5,0,0.36,0,0.02,3300000.0,55,11.57,7,4.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.47,13.51,1.72,0.017,0.015,3167,466,0.882
Harrison Armstrong,1627560,Everton,48,MC,Midfielder,537,43.63,5,40,8,6,4,0,0.21,0,0.79,12400000.0,59,9.89,12,5.0,7.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.01,11.33,2.3,0.017,0.021,3490,575,1.235
Malo Gusto,996958,Chelsea,38,DR,Fullback,2267,57.74,12,167,16,12,28,3,2.99,2,1.56,36000000.0,207,8.22,54,26.0,28.0,25.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.14,7.12,1.85,0.063,0.077,3277,697,1.222
Maxime Estève,1117223,Burnley,6,DC,Centerback,2937,42.29,10,177,3,2,7,0,0.66,0,0.72,26000000.0,192,5.88,13,7.0,6.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.4,6.95,0.47,0.055,0.026,3487,501,0.473
Gabriel Gudmundsson,834308,Leeds United,34,DL,Fullback,2642,45.74,18,227,26,35,21,0,2.75,0,1.1,21000000.0,306,10.42,36,21.0,15.0,19.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.23,11.39,1.34,0.086,0.062,3578,580,0.721
Brajan Gruda,1198075,Brighton & Hove Albion,30,RW,Winger,740,54.08,16,54,17,33,16,1,0.88,1,1.72,29000000.0,120,14.59,34,23.0,11.0,15.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.14,13.49,3.83,0.033,0.05,3682,680,1.515
Chris Rigg,1394089,Sunderland,41,MC,Midfielder,773,44.84,12,60,5,6,9,1,1.15,1,0.84,24000000.0,83,9.66,11,9.0,2.0,5.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.28,10.77,1.43,0.025,0.024,3339,465,0.96
Conor Bradley,1008402,Liverpool FC,44,DR,Fullback,932,59.21,6,79,11,15,4,1,0.94,0,0.24,27000000.0,111,10.72,9,5.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.87,9.05,0.73,0.029,0.01,3807,878,0.345
Jair,1170722,Nottingham Forest,14,DC,Centerback,525,46.76,3,44,1,2,1,0,0.07,0,0.29,15500000.0,50,8.57,3,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51,9.16,0.55,0.015,0.005,3445,570,0.333
Shea Lacey,1465865,Manchester United,35,RW,Winger,51,51.79,4,2,1,1,0,0,0.01,0,0.1,5200000.0,8,14.12,2,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.53,13.63,3.41,0.002,0.002,3756,834,1.0
Arthur Masuaku,174975,Sunderland,41,DL,Fullback,127,44.84,1,9,1,2,1,0,0.08,0,0.07,1900000.0,13,9.21,3,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.13,10.27,2.38,0.004,0.006,3339,465,1.5
Rodrigo Gomes,1006073,Wolverhampton,3,MR,Fullback,978,42.82,20,73,7,18,4,0,0.42,3,2.15,14600000.0,118,10.86,14,7.0,7.0,3.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.29,12.68,1.51,0.037,0.03,3167,466,0.811
Bafodé Diakité,962408,Bournemouth,60,DC,Centerback,1286,50.18,1,90,1,0,3,0,0.18,0,0.02,23000000.0,92,6.44,7,3.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49,6.42,0.49,0.025,0.011,3742,614,0.44
Brian Brobbey,910048,Sunderland,41,ST,Striker,1944,44.84,36,77,29,14,15,1,0.68,7,5.94,42000000.0,156,7.22,29,16.0,13.0,11.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,10.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.34,8.05,1.49,0.047,0.062,3339,465,1.319
Chemsdine Talbi,1142675,Sunderland,41,RW,Winger,1561,44.84,25,75,11,20,12,1,1.19,4,2.13,23000000.0,131,7.55,20,13.0,7.0,11.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.15,8.42,1.28,0.039,0.043,3339,465,1.103
Wilfried Gnonto,998951,Leeds United,34,RW,Winger,535,45.74,10,51,9,9,9,1,0.72,0,0.41,17300000.0,79,13.29,19,11.0,8.0,8.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.2,14.53,3.5,0.022,0.033,3578,580,1.5
Gabriel Martinelli,922573,Arsenal,42,LW,Winger,1079,56.13,29,72,26,16,13,4,1.26,1,3.99,42000000.0,143,11.93,24,16.0,8.0,12.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,10.63,1.78,0.04,0.032,3614,747,0.8
Dwight McNeil,935543,Everton,48,ML,Fullback,1188,43.63,24,60,19,6,15,1,1.92,0,1.39,18800000.0,109,8.26,27,15.0,12.0,11.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,9.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,2.05,9.47,2.35,0.031,0.047,3490,575,1.516
Eddie Nketiah,858194,Crystal Palace,7,ST,Striker,416,45.92,15,17,11,11,7,0,0.48,2,1.77,10300000.0,54,11.68,10,8.0,2.0,5.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.16,12.72,2.35,0.014,0.018,3757,568,1.286
Mohamadou Kanté,1523623,West Ham United,37,MC,Midfielder,111,42.53,2,9,4,0,1,0,0.05,0,0.09,905000.0,15,12.16,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.81,14.3,0.95,0.004,0.002,3447,499,0.5
Stefanos Tzimas,1155321,Brighton & Hove Albion,30,ST,Striker,164,54.08,4,7,9,1,6,1,0.12,1,0.46,18500000.0,21,11.52,5,4.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.74,10.65,2.53,0.006,0.007,3682,680,1.167
Kristoffer Ajer,576384,Brentford,50,DC,Centerback,1820,47.61,10,141,6,8,4,1,0.72,0,0.78,24000000.0,165,8.16,9,4.0,5.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.45,8.57,0.47,0.045,0.017,3707,519,0.378
Jayden Bogle,929132,Leeds United,34,DR,Fullback,2809,45.74,18,210,34,38,21,2,3.16,1,2.11,16000000.0,300,9.61,44,24.0,20.0,22.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,13.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,1.41,10.51,1.54,0.084,0.076,3578,580,0.905
Guido Rodríguez,609752,West Ham United,37,MC,Midfielder,177,42.53,1,8,0,0,0,0,0.04,0,0.03,4200000.0,9,4.58,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51,5.38,0.6,0.003,0.002,3447,499,0.667
Beto,987489,Everton,48,ST,Striker,1613,43.63,43,79,30,27,12,1,0.22,9,8.91,19300000.0,179,9.99,20,13.0,7.0,6.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.12,11.45,1.28,0.051,0.035,3490,575,0.686
Taiwo Awoniyi,359664,Nottingham Forest,14,ST,Striker,502,46.76,15,15,5,2,6,1,0.77,4,3.58,7600000.0,37,6.63,7,6.0,1.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.25,7.09,1.34,0.011,0.012,3445,570,1.091
Luke O'Nien,365812,Sunderland,41,DC,Centerback,591,44.84,4,40,1,0,2,1,0.14,0,0.15,660000.0,45,6.85,4,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.61,7.64,0.68,0.013,0.009,3339,465,0.692
Brennan Johnson,1085180,Crystal Palace,7,RW,Winger,1752,45.92,23,130,12,20,19,1,1.31,2,2.43,32000000.0,185,9.5,33,20.0,13.0,19.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,1.7,10.34,1.85,0.049,0.058,3757,568,1.184
Evanilson,998490,Bournemouth,60,ST,Striker,2759,50.18,70,109,39,16,31,1,1.49,6,10.59,33000000.0,234,7.63,50,35.0,15.0,28.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,11.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,1.63,7.6,1.62,0.063,0.081,3742,614,1.286
Jhon Arias,844096,Wolverhampton,3,RW,Winger,1121,42.82,16,42,26,12,11,0,0.62,1,3.25,16100000.0,96,7.71,21,13.0,8.0,11.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.69,9.0,1.97,0.03,0.045,3167,466,1.5
Joshua King,1546231,Fulham,43,AM,Midfielder,1310,51.71,26,70,19,21,15,2,0.65,1,2.47,26000000.0,136,9.34,33,20.0,13.0,12.0,1.0,3.0,4.0,0.0,0.0,0.0,0.0,10.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,2.27,9.03,2.19,0.038,0.049,3626,674,1.289
Viktor Gyökeres,804508,Arsenal,42,ST,Striker,2254,56.13,55,120,25,30,20,1,1.94,14,12.4,61000000.0,230,9.18,41,21.0,20.0,15.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,11.0,2.0,2.0,0.0,5.0,0.0,0.0,0.0,1.64,8.18,1.46,0.064,0.055,3614,747,0.859
Daniel James,828639,Leeds United,34,RW,Winger,566,45.74,14,47,4,9,9,0,0.73,0,0.91,10600000.0,74,11.77,20,9.0,11.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,3.18,12.87,3.48,0.021,0.034,3578,580,1.619
Kyle Walker,44614,Burnley,6,DR,Fullback,3097,42.29,4,326,14,14,13,2,1.34,0,0.16,1400000.0,358,10.4,33,13.0,20.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.96,12.3,1.14,0.103,0.066,3487,501,0.641
Aaron Hickey,966869,Brentford,50,DR,Fullback,716,47.61,6,47,5,0,0,0,0.14,0,0.46,16500000.0,58,7.29,5,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.63,7.66,0.66,0.016,0.01,3707,519,0.625
Lucas Bergvall,1391251,Tottenham Hotspur,33,MC,Midfielder,979,50.37,12,56,7,9,5,3,0.43,1,1.4,36000000.0,84,7.72,11,4.0,7.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1.01,7.66,1.0,0.023,0.019,3597,571,0.826
Wilson Odobert,1142679,Tottenham Hotspur,33,RW,Winger,990,50.37,22,49,21,17,20,2,1.22,0,1.9,18500000.0,109,9.91,35,17.0,18.0,15.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.18,9.84,3.16,0.03,0.061,3597,571,2.033
Aaron Wan-Bissaka,863653,West Ham United,37,DR,Fullback,2084,42.53,0,172,15,17,18,2,1.0,0,0.0,14100000.0,204,8.81,28,18.0,10.0,17.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.21,10.36,1.42,0.059,0.056,3447,499,0.949
Adam Armstrong,361352,Wolverhampton,3,ST,Striker,1146,42.82,18,48,9,8,6,2,0.86,2,2.74,6500000.0,83,6.52,7,6.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55,7.61,0.64,0.026,0.015,3167,466,0.577
Miloš Kerkez,1097425,Liverpool FC,44,DL,Fullback,2301,59.21,9,157,7,10,26,1,0.7,2,1.59,36000000.0,183,7.16,41,27.0,14.0,24.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,13.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.6,6.05,1.35,0.048,0.047,3807,878,0.979
Tammy Abraham,610766,Aston Villa,40,ST,Striker,294,53.55,9,19,1,0,4,0,0.36,2,2.04,16500000.0,29,8.88,6,4.0,2.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.84,8.29,1.72,0.009,0.009,3295,667,1.0
Nicolò Savona,1010220,Nottingham Forest,14,DR,Fullback,1026,46.76,5,85,2,3,7,0,0.44,2,1.34,14600000.0,95,8.33,11,7.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.96,8.91,1.03,0.028,0.019,3445,570,0.679
Issa Diop,825719,Fulham,43,DC,Centerback,827,51.71,2,61,0,0,0,0,0.05,1,0.8,8199999.0,63,6.86,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,6.63,0.11,0.017,0.001,3626,674,0.059
David Møller Wolfe,1031283,Wolverhampton,3,DL,Fullback,1061,42.82,3,67,2,3,8,2,1.08,0,0.12,11000000.0,75,6.36,13,6.0,7.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.1,7.43,1.28,0.024,0.028,3167,466,1.167
Odsonne Édouard,795228,Crystal Palace,7,ST,Striker,8,45.92,0,0,0,0,0,0,0.0,0,0.0,11300000.0,0,0.0,0,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,3757,568,0.0
Tyler Fredricson,1142182,Manchester United,35,DC,Centerback,10,51.79,0,1,0,0,0,0,0.0,0,0.0,2800000.0,1,9.0,0,,,,,,,,,,,,,,,,,,,0.0,8.69,0.0,0.0,0.0,3756,834,0.0
Jota Silva,1011895,Nottingham Forest,14,RW,Winger,11,46.76,0,0,0,0,0,0,0.0,0,0.0,10700000.0,0,0.0,0,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,3445,570,0.0
Jamaldeen Jimoh,1410178,Aston Villa,40,LW,Winger,8,53.55,0,1,0,0,0,0,0.0,0,0.0,545000.0,1,11.25,0,,,,,,,,,,,,,,,,,,,0.0,10.5,0.0,0.0,0.0,3295,667,0.0
Callum Olusesi,1403190,Tottenham Hotspur,33,MC,Midfielder,14,50.37,0,0,0,0,0,0,0.01,0,0.0,4800000.0,0,0.0,0,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,3597,571,0.0
Tyler Fletcher,1402850,Manchester United,35,MC,Midfielder,17,51.79,0,1,0,0,0,0,0.01,0,0.0,1600000.0,1,5.29,0,,,,,,,,,,,,,,,,,,,0.0,5.11,0.0,0.0,0.0,3756,834,0.0
Tawanda Chirewa,1005725,Wolverhampton,3,RW,Winger,31,42.82,0,0,0,0,0,0,0.0,0,0.0,440000.0,0,0.0,0,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,3167,466,0.0
Tyrell Malacia,825839,Manchester United,35,DL,Fullback,32,51.79,0,2,1,0,0,0,0.0,0,0.0,4200000.0,3,8.44,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.81,8.15,2.71,0.001,0.001,3756,834,1.0
Dan Neil,964106,Sunderland,41,MC,Midfielder,13,44.84,0,1,0,0,0,0,0.0,0,0.0,4800000.0,1,6.92,0,,,,,,,,,,,,,,,,,,,0.0,7.72,0.0,0.0,0.0,3339,465,0.0
Andy Irving,845464,West Ham United,37,MC,Midfielder,163,42.53,0,10,2,0,3,0,0.18,0,0.0,4800000.0,12,6.63,3,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.66,7.79,1.95,0.003,0.006,3447,499,2.0
Romelle Donovan,1586020,Brentford,50,RW,Winger,38,47.61,3,7,2,1,1,0,0.02,0,0.1,3700000.0,13,30.79,2,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.74,32.34,4.98,0.004,0.004,3707,519,1.0
Alysson,1631879,Aston Villa,40,RW,Winger,56,53.55,1,3,0,0,0,0,0.05,0,0.05,10800000.0,4,6.43,2,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.21,6.0,3.0,0.001,0.003,3295,667,3.0
Solly March,301288,Brighton & Hove Albion,30,RW,Winger,60,54.08,1,3,2,0,0,0,0.02,0,0.04,1000000.0,6,9.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,8.32,1.39,0.002,0.001,3682,680,0.5
George Hemmings,1398204,Aston Villa,40,MC,Midfielder,25,53.55,1,0,0,0,0,0,0.01,0,0.04,860000.0,1,3.6,0,,,,,,,,,,,,,,,,,,,0.0,3.36,0.0,0.0,0.0,3295,667,0.0
Archie Gray,1142335,Tottenham Hotspur,33,MC,Midfielder,1500,50.37,11,91,17,9,8,2,1.18,2,1.48,34000000.0,128,7.68,20,8.0,12.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,7.62,1.19,0.036,0.035,3597,571,0.972
Josh Acheampong,1403050,Chelsea,38,DR,Fullback,700,57.74,4,38,8,3,2,0,0.14,1,0.63,24000000.0,53,6.81,4,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51,5.9,0.44,0.016,0.006,3277,697,0.375
Anthony Elanga,979232,Newcastle United,39,RW,Winger,1338,52.61,17,82,18,29,15,1,1.76,0,1.67,31000000.0,146,9.82,31,15.0,16.0,14.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.09,9.33,1.99,0.04,0.047,3629,655,1.175
Gabriel Jesus,794839,Arsenal,42,ST,Striker,421,56.13,19,25,11,8,3,0,0.27,3,2.69,17600000.0,63,13.47,5,4.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.07,12.0,0.95,0.017,0.007,3614,747,0.412
Lamare Bogarde,1089388,Aston Villa,40,MC,Midfielder,1104,53.55,0,52,10,5,2,0,0.21,0,0.0,17500000.0,67,5.46,7,2.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.57,5.1,0.53,0.02,0.01,3295,667,0.5
Yves Bissouma,844842,Tottenham Hotspur,33,MC,Midfielder,605,50.37,5,38,4,2,0,0,0.12,0,0.36,9200000.0,49,7.29,3,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,7.24,0.45,0.014,0.005,3597,571,0.357
Djed Spence,945798,Tottenham Hotspur,33,DL,Fullback,2079,50.37,13,169,29,43,10,0,1.78,0,0.9,41000000.0,254,11.0,33,12.0,21.0,9.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,1.43,10.92,1.42,0.071,0.058,3597,571,0.817
Federico Chiesa,845386,Liverpool FC,44,ST,Striker,400,59.21,17,32,4,9,3,1,0.61,2,1.5,11900000.0,62,13.95,8,3.0,5.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.8,11.78,1.52,0.016,0.009,3807,878,0.562
Chris Wood,50480,Nottingham Forest,14,ST,Striker,906,46.76,23,49,2,1,5,0,0.32,3,4.25,5200000.0,75,7.45,11,7.0,4.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.09,7.97,1.17,0.022,0.019,3445,570,0.864
Tyrique George,1403061,Everton,48,LW,Winger,370,43.63,10,22,9,7,3,0,1.18,0,0.63,21000000.0,48,11.68,10,3.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.43,13.39,2.78,0.014,0.017,3490,575,1.214
Leon Bailey,808590,Aston Villa,40,RW,Winger,466,53.55,8,32,9,21,12,1,1.46,0,0.49,13100000.0,70,13.52,16,12.0,4.0,11.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.09,12.62,2.89,0.021,0.024,3295,667,1.143
Igor Jesus,981619,Nottingham Forest,14,ST,Striker,2320,46.76,70,125,43,28,15,4,1.27,6,6.64,26000000.0,266,10.32,38,20.0,18.0,13.0,1.0,1.0,3.0,2.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,1.47,11.04,1.57,0.077,0.067,3445,570,0.87
Ezra Mayers,1652590,West Ham United,37,DC,Centerback,134,42.53,1,13,1,0,2,0,0.49,0,0.12,1800000.0,15,10.07,4,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.69,11.84,3.16,0.004,0.008,3447,499,2.0
Christian Nørgaard,135256,Arsenal,42,MC,Midfielder,108,56.13,2,10,1,0,0,0,0.04,0,0.08,4800000.0,13,10.83,0,,,,,,,,,,,,,,,,,,,0.0,9.65,0.0,0.004,0.0,3614,747,0.0
Dan Burn,99090,Newcastle United,39,DC,Centerback,2209,52.61,10,218,6,1,7,2,0.4,1,1.06,4099999.0,235,9.57,17,9.0,8.0,5.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.69,9.1,0.66,0.065,0.026,3629,655,0.4
Ian Maatsen,976263,Aston Villa,40,DL,Fullback,1615,53.55,20,100,23,30,26,1,2.41,0,1.3,28000000.0,173,9.64,40,29.0,11.0,24.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.23,9.0,2.08,0.053,0.06,3295,667,1.132
